district,latitude,longitude,disease,risk_index,date,cases_reported,population
Hyderabad,25.396,68.3578,covid19,23,2016-12-29,1362,1734309
Sargodha,32.0836,72.6711,covid19,17,2016-12-29,289,659862
Bahawalpur,29.4,71.6833,covid19,17,2016-12-29,324,762111
Sukkur,27.7032,68.8589,covid19,21,2016-12-29,308,499900
Larkana,27.559,68.212,covid19,22,2016-12-29,339,490508
Sheikhupura,31.7167,73.9833,covid19,20,2016-12-29,244,473129
Jhang,31.28,72.3317,covid19,22,2016-12-29,270,414131
Rahim Yar Khan,28.4212,70.2989,covid19,21,2016-12-29,273,420419
Gujrat,32.5739,74.0776,covid19,21,2016-12-29,241,390533
Kasur,31.1167,74.45,covid19,16,2016-12-29,150,358409
Karachi,24.8607,67.0011,dengue,2,2017-01-05,180,14916456
Lahore,31.5204,74.3587,dengue,2,2017-01-05,112,11126285
Islamabad,33.6844,73.0479,dengue,1,2017-01-05,18,2000000
Faisalabad,31.4504,73.135,dengue,3,2017-01-05,49,3203846
Rawalpindi,33.5651,73.0169,dengue,2,2017-01-05,25,2098231
Multan,30.1575,71.5249,dengue,2,2017-01-05,25,1871843
Peshawar,34.0151,71.5249,dengue,2,2017-01-05,20,1970042
Quetta,30.1798,66.975,dengue,2,2017-01-05,11,1001205
Sialkot,32.4945,74.5229,dengue,2,2017-01-05,8,655852
Gujranwala,32.1617,74.1883,dengue,2,2017-01-05,30,2027001
Hyderabad,25.396,68.3578,dengue,2,2017-01-05,22,1734309
Sargodha,32.0836,72.6711,dengue,2,2017-01-05,9,659862
Bahawalpur,29.4,71.6833,dengue,2,2017-01-05,8,762111
Sukkur,27.7032,68.8589,dengue,2,2017-01-05,6,499900
Larkana,27.559,68.212,dengue,2,2017-01-05,7,490508
Sheikhupura,31.7167,73.9833,dengue,2,2017-01-05,6,473129
Jhang,31.28,72.3317,dengue,1,2017-01-05,3,414131
Rahim Yar Khan,28.4212,70.2989,dengue,1,2017-01-05,4,420419
Gujrat,32.5739,74.0776,dengue,1,2017-01-05,3,390533
Kasur,31.1167,74.45,dengue,1,2017-01-05,3,358409
Karachi,24.8607,67.0011,malaria,16,2017-01-05,2449,14916456
Lahore,31.5204,74.3587,malaria,15,2017-01-05,1742,11126285
Islamabad,33.6844,73.0479,malaria,7,2017-01-05,155,2000000
Faisalabad,31.4504,73.135,malaria,8,2017-01-05,275,3203846
Rawalpindi,33.5651,73.0169,malaria,13,2017-01-05,284,2098231
Multan,30.1575,71.5249,malaria,13,2017-01-05,247,1871843
Peshawar,34.0151,71.5249,malaria,12,2017-01-05,249,1970042
Quetta,30.1798,66.975,malaria,12,2017-01-05,129,1001205
Sialkot,32.4945,74.5229,malaria,12,2017-01-05,79,655852
Gujranwala,32.1617,74.1883,malaria,15,2017-01-05,318,2027001
Hyderabad,25.396,68.3578,malaria,9,2017-01-05,161,1734309
Sargodha,32.0836,72.6711,malaria,10,2017-01-05,70,659862
Bahawalpur,29.4,71.6833,malaria,11,2017-01-05,88,762111
Sukkur,27.7032,68.8589,malaria,11,2017-01-05,57,499900
Larkana,27.559,68.212,malaria,11,2017-01-05,54,490508
Sheikhupura,31.7167,73.9833,malaria,12,2017-01-05,59,473129
Jhang,31.28,72.3317,malaria,9,2017-01-05,41,414131
Rahim Yar Khan,28.4212,70.2989,malaria,9,2017-01-05,39,420419
Gujrat,32.5739,74.0776,malaria,9,2017-01-05,37,390533
Kasur,31.1167,74.45,malaria,11,2017-01-05,40,358409
Karachi,24.8607,67.0011,cholera,0,2017-01-05,10,14916456
Lahore,31.5204,74.3587,cholera,0,2017-01-05,7,11126285
Islamabad,33.6844,73.0479,cholera,0,2017-01-05,0,2000000
Faisalabad,31.4504,73.135,cholera,0,2017-01-05,1,3203846
Rawalpindi,33.5651,73.0169,cholera,0,2017-01-05,0,2098231
Multan,30.1575,71.5249,cholera,0,2017-01-05,0,1871843
Peshawar,34.0151,71.5249,cholera,0,2017-01-05,1,1970042
Quetta,30.1798,66.975,cholera,0,2017-01-05,0,1001205
Sialkot,32.4945,74.5229,cholera,0,2017-01-05,0,655852
Gujranwala,32.1617,74.1883,cholera,0,2017-01-05,0,2027001
Hyderabad,25.396,68.3578,cholera,0,2017-01-05,0,1734309
Sargodha,32.0836,72.6711,cholera,0,2017-01-05,0,659862
Bahawalpur,29.4,71.6833,cholera,0,2017-01-05,0,762111
Sukkur,27.7032,68.8589,cholera,0,2017-01-05,0,499900
Larkana,27.559,68.212,cholera,0,2017-01-05,0,490508
Sheikhupura,31.7167,73.9833,cholera,0,2017-01-05,0,473129
Jhang,31.28,72.3317,cholera,0,2017-01-05,0,414131
Rahim Yar Khan,28.4212,70.2989,cholera,0,2017-01-05,0,420419
Gujrat,32.5739,74.0776,cholera,0,2017-01-05,0,390533
Kasur,31.1167,74.45,cholera,0,2017-01-05,0,358409
Karachi,24.8607,67.0011,influenza,1,2017-01-05,974,14916456
Lahore,31.5204,74.3587,influenza,0,2017-01-05,544,11126285
Islamabad,33.6844,73.0479,influenza,0,2017-01-05,63,2000000
Faisalabad,31.4504,73.135,influenza,1,2017-01-05,203,3203846
Rawalpindi,33.5651,73.0169,influenza,1,2017-01-05,130,2098231
Multan,30.1575,71.5249,influenza,1,2017-01-05,99,1871843
Peshawar,34.0151,71.5249,influenza,1,2017-01-05,140,1970042
Quetta,30.1798,66.975,influenza,0,2017-01-05,39,1001205
Sialkot,32.4945,74.5229,influenza,0,2017-01-05,31,655852
Gujranwala,32.1617,74.1883,influenza,0,2017-01-05,100,2027001
Hyderabad,25.396,68.3578,influenza,1,2017-01-05,131,1734309
Sargodha,32.0836,72.6711,influenza,0,2017-01-05,29,659862
Bahawalpur,29.4,71.6833,influenza,0,2017-01-05,34,762111
Sukkur,27.7032,68.8589,influenza,0,2017-01-05,20,499900
Larkana,27.559,68.212,influenza,1,2017-01-05,33,490508
Sheikhupura,31.7167,73.9833,influenza,0,2017-01-05,20,473129
Jhang,31.28,72.3317,influenza,1,2017-01-05,24,414131
Rahim Yar Khan,28.4212,70.2989,influenza,0,2017-01-05,18,420419
Gujrat,32.5739,74.0776,influenza,1,2017-01-05,21,390533
Kasur,31.1167,74.45,influenza,0,2017-01-05,13,358409
Karachi,24.8607,67.0011,covid19,26,2017-01-05,14690,14916456
Lahore,31.5204,74.3587,covid19,20,2017-01-05,5985,11126285
Islamabad,33.6844,73.0479,covid19,20,2017-01-05,1144,2000000
Faisalabad,31.4504,73.135,covid19,21,2017-01-05,1942,3203846
Rawalpindi,33.5651,73.0169,covid19,20,2017-01-05,1104,2098231
Multan,30.1575,71.5249,covid19,21,2017-01-05,1164,1871843
Peshawar,34.0151,71.5249,covid19,22,2017-01-05,1343,1970042
Quetta,30.1798,66.975,covid19,20,2017-01-05,538,1001205
Sialkot,32.4945,74.5229,covid19,22,2017-01-05,462,655852
Gujranwala,32.1617,74.1883,covid19,24,2017-01-05,1685,2027001
Hyderabad,25.396,68.3578,covid19,21,2017-01-05,1036,1734309
Sargodha,32.0836,72.6711,covid19,22,2017-01-05,476,659862
Bahawalpur,29.4,71.6833,covid19,16,2017-01-05,321,762111
Sukkur,27.7032,68.8589,covid19,21,2017-01-05,324,499900
Larkana,27.559,68.212,covid19,23,2017-01-05,385,490508
Sheikhupura,31.7167,73.9833,covid19,22,2017-01-05,312,473129
Jhang,31.28,72.3317,covid19,23,2017-01-05,311,414131
Rahim Yar Khan,28.4212,70.2989,covid19,22,2017-01-05,299,420419
Gujrat,32.5739,74.0776,covid19,18,2017-01-05,180,390533
Kasur,31.1167,74.45,covid19,23,2017-01-05,269,358409
Karachi,24.8607,67.0011,dengue,2,2017-01-12,186,14916456
Lahore,31.5204,74.3587,dengue,3,2017-01-12,169,11126285
Islamabad,33.6844,73.0479,dengue,2,2017-01-12,24,2000000
Faisalabad,31.4504,73.135,dengue,2,2017-01-12,35,3203846
Rawalpindi,33.5651,73.0169,dengue,1,2017-01-12,20,2098231
Multan,30.1575,71.5249,dengue,1,2017-01-12,17,1871843
Peshawar,34.0151,71.5249,dengue,2,2017-01-12,27,1970042
Quetta,30.1798,66.975,dengue,2,2017-01-12,12,1001205
Sialkot,32.4945,74.5229,dengue,1,2017-01-12,6,655852
Gujranwala,32.1617,74.1883,dengue,2,2017-01-12,22,2027001
Hyderabad,25.396,68.3578,dengue,2,2017-01-12,18,1734309
Sargodha,32.0836,72.6711,dengue,2,2017-01-12,7,659862
Bahawalpur,29.4,71.6833,dengue,2,2017-01-12,11,762111
Sukkur,27.7032,68.8589,dengue,2,2017-01-12,6,499900
Larkana,27.559,68.212,dengue,2,2017-01-12,6,490508
Sheikhupura,31.7167,73.9833,dengue,1,2017-01-12,4,473129
Jhang,31.28,72.3317,dengue,1,2017-01-12,4,414131
Rahim Yar Khan,28.4212,70.2989,dengue,2,2017-01-12,5,420419
Gujrat,32.5739,74.0776,dengue,1,2017-01-12,3,390533
Kasur,31.1167,74.45,dengue,1,2017-01-12,3,358409
Karachi,24.8607,67.0011,malaria,18,2017-01-12,2699,14916456
Lahore,31.5204,74.3587,malaria,15,2017-01-12,1758,11126285
Islamabad,33.6844,73.0479,malaria,10,2017-01-12,217,2000000
Faisalabad,31.4504,73.135,malaria,14,2017-01-12,452,3203846
Rawalpindi,33.5651,73.0169,malaria,8,2017-01-12,174,2098231
Multan,30.1575,71.5249,malaria,13,2017-01-12,256,1871843
Peshawar,34.0151,71.5249,malaria,16,2017-01-12,331,1970042
Quetta,30.1798,66.975,malaria,10,2017-01-12,103,1001205
Sialkot,32.4945,74.5229,malaria,8,2017-01-12,56,655852
Gujranwala,32.1617,74.1883,malaria,14,2017-01-12,303,2027001
Hyderabad,25.396,68.3578,malaria,10,2017-01-12,182,1734309
Sargodha,32.0836,72.6711,malaria,11,2017-01-12,73,659862
Bahawalpur,29.4,71.6833,malaria,12,2017-01-12,94,762111
Sukkur,27.7032,68.8589,malaria,9,2017-01-12,46,499900
Larkana,27.559,68.212,malaria,14,2017-01-12,70,490508
Sheikhupura,31.7167,73.9833,malaria,13,2017-01-12,64,473129
Jhang,31.28,72.3317,malaria,13,2017-01-12,54,414131
Rahim Yar Khan,28.4212,70.2989,malaria,11,2017-01-12,48,420419
Gujrat,32.5739,74.0776,malaria,11,2017-01-12,45,390533
Kasur,31.1167,74.45,malaria,10,2017-01-12,38,358409
Karachi,24.8607,67.0011,cholera,0,2017-01-12,8,14916456
Lahore,31.5204,74.3587,cholera,0,2017-01-12,4,11126285
Islamabad,33.6844,73.0479,cholera,0,2017-01-12,0,2000000
Faisalabad,31.4504,73.135,cholera,0,2017-01-12,1,3203846
Rawalpindi,33.5651,73.0169,cholera,0,2017-01-12,0,2098231
Multan,30.1575,71.5249,cholera,0,2017-01-12,1,1871843
Peshawar,34.0151,71.5249,cholera,0,2017-01-12,1,1970042
Quetta,30.1798,66.975,cholera,0,2017-01-12,0,1001205
Sialkot,32.4945,74.5229,cholera,0,2017-01-12,0,655852
Gujranwala,32.1617,74.1883,cholera,0,2017-01-12,1,2027001
Hyderabad,25.396,68.3578,cholera,0,2017-01-12,0,1734309
Sargodha,32.0836,72.6711,cholera,0,2017-01-12,0,659862
Bahawalpur,29.4,71.6833,cholera,0,2017-01-12,0,762111
Sukkur,27.7032,68.8589,cholera,0,2017-01-12,0,499900
Larkana,27.559,68.212,cholera,0,2017-01-12,0,490508
Sheikhupura,31.7167,73.9833,cholera,0,2017-01-12,0,473129
Jhang,31.28,72.3317,cholera,0,2017-01-12,0,414131
Rahim Yar Khan,28.4212,70.2989,cholera,0,2017-01-12,0,420419
Gujrat,32.5739,74.0776,cholera,0,2017-01-12,0,390533
Kasur,31.1167,74.45,cholera,0,2017-01-12,0,358409
Karachi,24.8607,67.0011,influenza,1,2017-01-12,989,14916456
Lahore,31.5204,74.3587,influenza,0,2017-01-12,496,11126285
Islamabad,33.6844,73.0479,influenza,1,2017-01-12,109,2000000
Faisalabad,31.4504,73.135,influenza,0,2017-01-12,139,3203846
Rawalpindi,33.5651,73.0169,influenza,0,2017-01-12,87,2098231
Multan,30.1575,71.5249,influenza,1,2017-01-12,129,1871843
Peshawar,34.0151,71.5249,influenza,0,2017-01-12,83,1970042
Quetta,30.1798,66.975,influenza,1,2017-01-12,62,1001205
Sialkot,32.4945,74.5229,influenza,0,2017-01-12,25,655852
Gujranwala,32.1617,74.1883,influenza,0,2017-01-12,99,2027001
Hyderabad,25.396,68.3578,influenza,1,2017-01-12,125,1734309
Sargodha,32.0836,72.6711,influenza,0,2017-01-12,29,659862
Bahawalpur,29.4,71.6833,influenza,1,2017-01-12,46,762111
Sukkur,27.7032,68.8589,influenza,0,2017-01-12,22,499900
Larkana,27.559,68.212,influenza,1,2017-01-12,27,490508
Sheikhupura,31.7167,73.9833,influenza,1,2017-01-12,26,473129
Jhang,31.28,72.3317,influenza,1,2017-01-12,25,414131
Rahim Yar Khan,28.4212,70.2989,influenza,1,2017-01-12,23,420419
Gujrat,32.5739,74.0776,influenza,0,2017-01-12,16,390533
Kasur,31.1167,74.45,influenza,0,2017-01-12,15,358409
Karachi,24.8607,67.0011,covid19,25,2017-01-12,13969,14916456
Lahore,31.5204,74.3587,covid19,20,2017-01-12,6300,11126285
Islamabad,33.6844,73.0479,covid19,20,2017-01-12,1130,2000000
Faisalabad,31.4504,73.135,covid19,21,2017-01-12,1914,3203846
Rawalpindi,33.5651,73.0169,covid19,22,2017-01-12,1451,2098231
Multan,30.1575,71.5249,covid19,24,2017-01-12,1499,1871843
Peshawar,34.0151,71.5249,covid19,25,2017-01-12,1761,1970042
Quetta,30.1798,66.975,covid19,21,2017-01-12,647,1001205
Sialkot,32.4945,74.5229,covid19,16,2017-01-12,274,655852
Gujranwala,32.1617,74.1883,covid19,23,2017-01-12,1559,2027001
Hyderabad,25.396,68.3578,covid19,24,2017-01-12,1504,1734309
Sargodha,32.0836,72.6711,covid19,22,2017-01-12,475,659862
Bahawalpur,29.4,71.6833,covid19,17,2017-01-12,333,762111
Sukkur,27.7032,68.8589,covid19,20,2017-01-12,275,499900
Larkana,27.559,68.212,covid19,23,2017-01-12,366,490508
Sheikhupura,31.7167,73.9833,covid19,21,2017-01-12,298,473129
Jhang,31.28,72.3317,covid19,21,2017-01-12,249,414131
Rahim Yar Khan,28.4212,70.2989,covid19,22,2017-01-12,278,420419
Gujrat,32.5739,74.0776,covid19,22,2017-01-12,264,390533
Kasur,31.1167,74.45,covid19,22,2017-01-12,237,358409
Karachi,24.8607,67.0011,dengue,3,2017-01-19,272,14916456
Lahore,31.5204,74.3587,dengue,3,2017-01-19,189,11126285
Islamabad,33.6844,73.0479,dengue,2,2017-01-19,22,2000000
Faisalabad,31.4504,73.135,dengue,2,2017-01-19,36,3203846
Rawalpindi,33.5651,73.0169,dengue,2,2017-01-19,30,2098231
Multan,30.1575,71.5249,dengue,1,2017-01-19,17,1871843
Peshawar,34.0151,71.5249,dengue,2,2017-01-19,21,1970042
Quetta,30.1798,66.975,dengue,2,2017-01-19,14,1001205
Sialkot,32.4945,74.5229,dengue,1,2017-01-19,6,655852
Gujranwala,32.1617,74.1883,dengue,1,2017-01-19,18,2027001
Hyderabad,25.396,68.3578,dengue,3,2017-01-19,29,1734309
Sargodha,32.0836,72.6711,dengue,2,2017-01-19,7,659862
Bahawalpur,29.4,71.6833,dengue,1,2017-01-19,7,762111
Sukkur,27.7032,68.8589,dengue,1,2017-01-19,4,499900
Larkana,27.559,68.212,dengue,2,2017-01-19,7,490508
Sheikhupura,31.7167,73.9833,dengue,2,2017-01-19,5,473129
Jhang,31.28,72.3317,dengue,1,2017-01-19,3,414131
Rahim Yar Khan,28.4212,70.2989,dengue,1,2017-01-19,4,420419
Gujrat,32.5739,74.0776,dengue,2,2017-01-19,4,390533
Kasur,31.1167,74.45,dengue,2,2017-01-19,4,358409
Karachi,24.8607,67.0011,malaria,11,2017-01-19,1748,14916456
Lahore,31.5204,74.3587,malaria,14,2017-01-19,1639,11126285
Islamabad,33.6844,73.0479,malaria,8,2017-01-19,160,2000000
Faisalabad,31.4504,73.135,malaria,13,2017-01-19,441,3203846
Rawalpindi,33.5651,73.0169,malaria,10,2017-01-19,227,2098231
Multan,30.1575,71.5249,malaria,9,2017-01-19,187,1871843
Peshawar,34.0151,71.5249,malaria,15,2017-01-19,311,1970042
Quetta,30.1798,66.975,malaria,9,2017-01-19,95,1001205
Sialkot,32.4945,74.5229,malaria,11,2017-01-19,73,655852
Gujranwala,32.1617,74.1883,malaria,12,2017-01-19,256,2027001
Hyderabad,25.396,68.3578,malaria,14,2017-01-19,254,1734309
Sargodha,32.0836,72.6711,malaria,8,2017-01-19,59,659862
Bahawalpur,29.4,71.6833,malaria,8,2017-01-19,66,762111
Sukkur,27.7032,68.8589,malaria,13,2017-01-19,65,499900
Larkana,27.559,68.212,malaria,9,2017-01-19,49,490508
Sheikhupura,31.7167,73.9833,malaria,8,2017-01-19,39,473129
Jhang,31.28,72.3317,malaria,7,2017-01-19,32,414131
Rahim Yar Khan,28.4212,70.2989,malaria,9,2017-01-19,40,420419
Gujrat,32.5739,74.0776,malaria,13,2017-01-19,54,390533
Kasur,31.1167,74.45,malaria,13,2017-01-19,47,358409
Karachi,24.8607,67.0011,cholera,0,2017-01-19,10,14916456
Lahore,31.5204,74.3587,cholera,0,2017-01-19,4,11126285
Islamabad,33.6844,73.0479,cholera,0,2017-01-19,0,2000000
Faisalabad,31.4504,73.135,cholera,0,2017-01-19,1,3203846
Rawalpindi,33.5651,73.0169,cholera,0,2017-01-19,0,2098231
Multan,30.1575,71.5249,cholera,0,2017-01-19,0,1871843
Peshawar,34.0151,71.5249,cholera,0,2017-01-19,1,1970042
Quetta,30.1798,66.975,cholera,0,2017-01-19,0,1001205
Sialkot,32.4945,74.5229,cholera,0,2017-01-19,0,655852
Gujranwala,32.1617,74.1883,cholera,0,2017-01-19,1,2027001
Hyderabad,25.396,68.3578,cholera,0,2017-01-19,0,1734309
Sargodha,32.0836,72.6711,cholera,0,2017-01-19,0,659862
Bahawalpur,29.4,71.6833,cholera,0,2017-01-19,0,762111
Sukkur,27.7032,68.8589,cholera,0,2017-01-19,0,499900
Larkana,27.559,68.212,cholera,0,2017-01-19,0,490508
Sheikhupura,31.7167,73.9833,cholera,0,2017-01-19,0,473129
Jhang,31.28,72.3317,cholera,0,2017-01-19,0,414131
Rahim Yar Khan,28.4212,70.2989,cholera,0,2017-01-19,0,420419
Gujrat,32.5739,74.0776,cholera,0,2017-01-19,0,390533
Kasur,31.1167,74.45,cholera,0,2017-01-19,0,358409
Karachi,24.8607,67.0011,influenza,1,2017-01-19,750,14916456
Lahore,31.5204,74.3587,influenza,1,2017-01-19,596,11126285
Islamabad,33.6844,73.0479,influenza,0,2017-01-19,99,2000000
Faisalabad,31.4504,73.135,influenza,1,2017-01-19,176,3203846
Rawalpindi,33.5651,73.0169,influenza,0,2017-01-19,78,2098231
Multan,30.1575,71.5249,influenza,1,2017-01-19,126,1871843
Peshawar,34.0151,71.5249,influenza,0,2017-01-19,96,1970042
Quetta,30.1798,66.975,influenza,1,2017-01-19,54,1001205
Sialkot,32.4945,74.5229,influenza,0,2017-01-19,25,655852
Gujranwala,32.1617,74.1883,influenza,1,2017-01-19,108,2027001
Hyderabad,25.396,68.3578,influenza,1,2017-01-19,131,1734309
Sargodha,32.0836,72.6711,influenza,1,2017-01-19,39,659862
Bahawalpur,29.4,71.6833,influenza,1,2017-01-19,45,762111
Sukkur,27.7032,68.8589,influenza,0,2017-01-19,22,499900
Larkana,27.559,68.212,influenza,1,2017-01-19,27,490508
Sheikhupura,31.7167,73.9833,influenza,0,2017-01-19,20,473129
Jhang,31.28,72.3317,influenza,0,2017-01-19,18,414131
Rahim Yar Khan,28.4212,70.2989,influenza,0,2017-01-19,15,420419
Gujrat,32.5739,74.0776,influenza,1,2017-01-19,22,390533
Kasur,31.1167,74.45,influenza,0,2017-01-19,13,358409
Karachi,24.8607,67.0011,covid19,22,2017-01-19,10528,14916456
Lahore,31.5204,74.3587,covid19,20,2017-01-19,6143,11126285
Islamabad,33.6844,73.0479,covid19,19,2017-01-19,966,2000000
Faisalabad,31.4504,73.135,covid19,23,2017-01-19,2509,3203846
Rawalpindi,33.5651,73.0169,covid19,22,2017-01-19,1469,2098231
Multan,30.1575,71.5249,covid19,23,2017-01-19,1488,1871843
Peshawar,34.0151,71.5249,covid19,20,2017-01-19,1071,1970042
Quetta,30.1798,66.975,covid19,22,2017-01-19,664,1001205
Sialkot,32.4945,74.5229,covid19,22,2017-01-19,441,655852
Gujranwala,32.1617,74.1883,covid19,24,2017-01-19,1693,2027001
Hyderabad,25.396,68.3578,covid19,23,2017-01-19,1294,1734309
Sargodha,32.0836,72.6711,covid19,20,2017-01-19,347,659862
Bahawalpur,29.4,71.6833,covid19,20,2017-01-19,408,762111
Sukkur,27.7032,68.8589,covid19,19,2017-01-19,244,499900
Larkana,27.559,68.212,covid19,23,2017-01-19,390,490508
Sheikhupura,31.7167,73.9833,covid19,23,2017-01-19,357,473129
Jhang,31.28,72.3317,covid19,21,2017-01-19,254,414131
Rahim Yar Khan,28.4212,70.2989,covid19,20,2017-01-19,235,420419
Gujrat,32.5739,74.0776,covid19,21,2017-01-19,238,390533
Kasur,31.1167,74.45,covid19,20,2017-01-19,184,358409
Karachi,24.8607,67.0011,dengue,3,2017-01-26,246,14916456
Lahore,31.5204,74.3587,dengue,3,2017-01-26,181,11126285
Islamabad,33.6844,73.0479,dengue,1,2017-01-26,17,2000000
Faisalabad,31.4504,73.135,dengue,3,2017-01-26,49,3203846
Rawalpindi,33.5651,73.0169,dengue,2,2017-01-26,22,2098231
Multan,30.1575,71.5249,dengue,2,2017-01-26,23,1871843
Peshawar,34.0151,71.5249,dengue,2,2017-01-26,26,1970042
Quetta,30.1798,66.975,dengue,2,2017-01-26,13,1001205
Sialkot,32.4945,74.5229,dengue,2,2017-01-26,7,655852
Gujranwala,32.1617,74.1883,dengue,2,2017-01-26,25,2027001
Hyderabad,25.396,68.3578,dengue,2,2017-01-26,26,1734309
Sargodha,32.0836,72.6711,dengue,2,2017-01-26,8,659862
Bahawalpur,29.4,71.6833,dengue,2,2017-01-26,10,762111
Sukkur,27.7032,68.8589,dengue,1,2017-01-26,4,499900
Larkana,27.559,68.212,dengue,2,2017-01-26,5,490508
Sheikhupura,31.7167,73.9833,dengue,2,2017-01-26,5,473129
Jhang,31.28,72.3317,dengue,1,2017-01-26,4,414131
Rahim Yar Khan,28.4212,70.2989,dengue,1,2017-01-26,4,420419
Gujrat,32.5739,74.0776,dengue,1,2017-01-26,3,390533
Kasur,31.1167,74.45,dengue,2,2017-01-26,4,358409
Karachi,24.8607,67.0011,malaria,12,2017-01-26,1887,14916456
Lahore,31.5204,74.3587,malaria,11,2017-01-26,1305,11126285
Islamabad,33.6844,73.0479,malaria,11,2017-01-26,222,2000000
Faisalabad,31.4504,73.135,malaria,12,2017-01-26,390,3203846
Rawalpindi,33.5651,73.0169,malaria,8,2017-01-26,182,2098231
Multan,30.1575,71.5249,malaria,9,2017-01-26,185,1871843
Peshawar,34.0151,71.5249,malaria,15,2017-01-26,309,1970042
Quetta,30.1798,66.975,malaria,9,2017-01-26,93,1001205
Sialkot,32.4945,74.5229,malaria,8,2017-01-26,58,655852
Gujranwala,32.1617,74.1883,malaria,9,2017-01-26,183,2027001
Hyderabad,25.396,68.3578,malaria,16,2017-01-26,283,1734309
Sargodha,32.0836,72.6711,malaria,13,2017-01-26,87,659862
Bahawalpur,29.4,71.6833,malaria,12,2017-01-26,92,762111
Sukkur,27.7032,68.8589,malaria,14,2017-01-26,70,499900
Larkana,27.559,68.212,malaria,13,2017-01-26,68,490508
Sheikhupura,31.7167,73.9833,malaria,9,2017-01-26,44,473129
Jhang,31.28,72.3317,malaria,9,2017-01-26,39,414131
Rahim Yar Khan,28.4212,70.2989,malaria,12,2017-01-26,51,420419
Gujrat,32.5739,74.0776,malaria,11,2017-01-26,44,390533
Kasur,31.1167,74.45,malaria,12,2017-01-26,44,358409
Karachi,24.8607,67.0011,cholera,0,2017-01-26,9,14916456
Lahore,31.5204,74.3587,cholera,0,2017-01-26,6,11126285
Islamabad,33.6844,73.0479,cholera,0,2017-01-26,0,2000000
Faisalabad,31.4504,73.135,cholera,0,2017-01-26,1,3203846
Rawalpindi,33.5651,73.0169,cholera,0,2017-01-26,0,2098231
Multan,30.1575,71.5249,cholera,0,2017-01-26,0,1871843
Peshawar,34.0151,71.5249,cholera,0,2017-01-26,1,1970042
Quetta,30.1798,66.975,cholera,0,2017-01-26,0,1001205
Sialkot,32.4945,74.5229,cholera,0,2017-01-26,0,655852
Gujranwala,32.1617,74.1883,cholera,0,2017-01-26,0,2027001
Hyderabad,25.396,68.3578,cholera,0,2017-01-26,1,1734309
Sargodha,32.0836,72.6711,cholera,0,2017-01-26,0,659862
Bahawalpur,29.4,71.6833,cholera,0,2017-01-26,0,762111
Sukkur,27.7032,68.8589,cholera,0,2017-01-26,0,499900
Larkana,27.559,68.212,cholera,0,2017-01-26,0,490508
Sheikhupura,31.7167,73.9833,cholera,0,2017-01-26,0,473129
Jhang,31.28,72.3317,cholera,0,2017-01-26,0,414131
Rahim Yar Khan,28.4212,70.2989,cholera,0,2017-01-26,0,420419
Gujrat,32.5739,74.0776,cholera,0,2017-01-26,0,390533
Kasur,31.1167,74.45,cholera,0,2017-01-26,0,358409
Karachi,24.8607,67.0011,influenza,1,2017-01-26,1090,14916456
Lahore,31.5204,74.3587,influenza,0,2017-01-26,534,11126285
Islamabad,33.6844,73.0479,influenza,0,2017-01-26,89,2000000
Faisalabad,31.4504,73.135,influenza,1,2017-01-26,226,3203846
Rawalpindi,33.5651,73.0169,influenza,1,2017-01-26,109,2098231
Multan,30.1575,71.5249,influenza,0,2017-01-26,90,1871843
Peshawar,34.0151,71.5249,influenza,1,2017-01-26,129,1970042
Quetta,30.1798,66.975,influenza,1,2017-01-26,55,1001205
Sialkot,32.4945,74.5229,influenza,1,2017-01-26,40,655852
Gujranwala,32.1617,74.1883,influenza,1,2017-01-26,127,2027001
Hyderabad,25.396,68.3578,influenza,1,2017-01-26,90,1734309
Sargodha,32.0836,72.6711,influenza,0,2017-01-26,22,659862
Bahawalpur,29.4,71.6833,influenza,0,2017-01-26,33,762111
Sukkur,27.7032,68.8589,influenza,1,2017-01-26,31,499900
Larkana,27.559,68.212,influenza,1,2017-01-26,33,490508
Sheikhupura,31.7167,73.9833,influenza,1,2017-01-26,25,473129
Jhang,31.28,72.3317,influenza,1,2017-01-26,22,414131
Rahim Yar Khan,28.4212,70.2989,influenza,0,2017-01-26,18,420419
Gujrat,32.5739,74.0776,influenza,1,2017-01-26,22,390533
Kasur,31.1167,74.45,influenza,1,2017-01-26,20,358409
Karachi,24.8607,67.0011,covid19,25,2017-01-26,13353,14916456
Lahore,31.5204,74.3587,covid19,23,2017-01-26,8410,11126285
Islamabad,33.6844,73.0479,covid19,20,2017-01-26,1039,2000000
Faisalabad,31.4504,73.135,covid19,22,2017-01-26,2243,3203846
Rawalpindi,33.5651,73.0169,covid19,19,2017-01-26,1000,2098231
Multan,30.1575,71.5249,covid19,20,2017-01-26,970,1871843
Peshawar,34.0151,71.5249,covid19,23,2017-01-26,1548,1970042
Quetta,30.1798,66.975,covid19,21,2017-01-26,646,1001205
Sialkot,32.4945,74.5229,covid19,19,2017-01-26,324,655852
Gujranwala,32.1617,74.1883,covid19,23,2017-01-26,1500,2027001
Hyderabad,25.396,68.3578,covid19,23,2017-01-26,1288,1734309
Sargodha,32.0836,72.6711,covid19,21,2017-01-26,396,659862
Bahawalpur,29.4,71.6833,covid19,23,2017-01-26,577,762111
Sukkur,27.7032,68.8589,covid19,23,2017-01-26,384,499900
