week_start,district,disease,cases,temperature,humidity,rainfall,population_density,sanitation_index,cases_last_4weeks,cases_last_8weeks,CERS
2021-04-04,Chakwal,Cholera,9,37.9,89.8,9.3,878,0.62,40.0,53.0,43.326190476190476
2022-05-01,Chakwal,Cholera,20,25.2,42.1,12.5,913,0.62,47.0,67.0,52.37857142857143
2022-05-29,Chakwal,Cholera,19,33.6,84.6,14.8,737,0.45,50.0,81.0,50.49047619047619
2022-10-02,Chakwal,Cholera,5,35.8,62.5,1.1,538,0.37,53.0,85.0,30.60714285714286
2022-10-16,Chakwal,Cholera,20,26.8,60.2,7.3,623,0.69,64.0,104.0,38.71190476190476
2022-12-11,Chakwal,Cholera,10,28.2,70.9,16.3,390,0.85,54.0,101.0,26.53095238095238
2023-01-08,Chakwal,Cholera,14,39.4,88.3,3.7,870,0.5,49.0,99.0,45.516666666666666
2023-01-15,Chakwal,Cholera,2,20.8,76.3,15.2,972,0.45,46.0,99.0,48.80952380952382
2023-02-12,Chakwal,Cholera,18,34.8,68.4,8.9,292,0.56,44.0,108.0,29.935714285714287
2023-09-17,Chakwal,Cholera,3,32.7,57.1,11.5,609,0.5,37.0,91.0,34.430952380952384
2023-12-03,Chakwal,Cholera,9,28.9,73.9,0.2,936,0.41,32.0,81.0,44.90952380952381
2024-08-18,Chakwal,Cholera,7,36.2,75.7,13.8,906,0.79,37.0,83.0,41.96666666666666
2025-08-31,Chakwal,Cholera,33,28.0,64.3,3.3,745,0.63,52.0,96.0,49.40714285714286
2025-11-30,Chakwal,Cholera,0,29.6,80.9,19.2,978,0.73,49.0,86.0,44.266666666666666
2015-01-18,Chakwal,Dengue,7,29.0,44.9,6.6,648,0.92,7.0,7.0,27.166666666666668
2015-04-19,Chakwal,Dengue,16,30.9,85.1,2.6,348,0.97,23.0,23.0,19.30952380952381
2015-05-03,Chakwal,Dengue,7,23.5,60.1,8.3,634,0.6,30.0,30.0,33.95
2015-10-18,Chakwal,Dengue,3,31.8,65.4,18.1,682,0.41,33.0,33.0,41.96428571428572
2017-04-23,Chakwal,Dengue,10,23.8,87.0,17.4,489,0.69,36.0,43.0,33.580952380952375
2017-07-30,Chakwal,Dengue,18,30.1,67.2,4.5,995,0.45,38.0,61.0,53.36904761904761
2018-04-01,Chakwal,Dengue,8,35.8,46.3,7.0,510,0.62,39.0,69.0,29.338095238095235
2018-05-20,Chakwal,Dengue,3,33.3,46.0,8.0,963,0.45,39.0,72.0,45.48095238095239
2019-02-24,Chakwal,Dengue,19,21.5,72.4,13.9,448,0.94,48.0,84.0,30.607142857142854
2020-02-09,Chakwal,Dengue,16,32.6,89.2,9.4,993,0.71,46.0,84.0,49.409523809523805
2020-05-10,Chakwal,Dengue,1,26.9,77.4,5.9,772,0.81,39.0,78.0,29.721428571428575
2020-05-24,Chakwal,Dengue,10,34.6,89.7,10.3,965,0.5,46.0,85.0,49.69761904761904
2020-07-12,Chakwal,Dengue,40,24.4,68.1,17.9,331,0.88,67.0,115.0,41.90714285714285
2020-07-26,Chakwal,Dengue,35,38.0,84.1,7.6,431,0.95,86.0,132.0,35.83333333333334
2020-10-04,Chakwal,Dengue,20,30.4,54.6,7.4,976,0.7,105.0,144.0,50.32857142857142
2020-11-01,Chakwal,Dengue,18,36.9,49.3,4.5,569,0.79,113.0,159.0,32.36904761904762
2021-01-10,Chakwal,Dengue,10,31.7,50.4,13.5,600,0.7,83.0,150.0,35.13095238095238
2021-02-14,Chakwal,Dengue,3,44.8,40.5,7.6,719,0.61,51.0,137.0,33.94761904761905
2021-03-28,Chakwal,Dengue,5,34.2,83.2,17.6,900,0.89,36.0,141.0,40.523809523809526
2021-04-11,Chakwal,Dengue,9,34.1,83.6,6.8,641,0.52,27.0,140.0,36.17619047619048
2021-07-04,Chakwal,Dengue,39,30.4,49.9,0.1,758,0.84,56.0,139.0,47.46904761904763
2021-11-28,Chakwal,Dengue,6,30.2,56.6,2.2,944,0.89,59.0,110.0,34.86190476190477
2021-12-19,Chakwal,Dengue,2,23.2,46.1,10.2,789,0.78,56.0,92.0,33.60952380952381
2023-02-19,Chakwal,Dengue,6,33.5,46.1,1.0,693,0.88,53.0,80.0,26.095238095238095
2023-04-02,Chakwal,Dengue,8,29.8,64.0,10.1,939,0.71,22.0,78.0,43.38809523809523
2023-06-18,Chakwal,Dengue,13,26.6,77.3,18.5,130,0.58,29.0,88.0,26.078571428571433
2024-05-05,Chakwal,Dengue,9,42.2,59.4,4.0,217,0.9,36.0,92.0,13.042857142857144
2024-08-11,Chakwal,Dengue,50,23.1,65.3,19.6,594,0.74,80.0,133.0,60.038095238095245
2025-02-02,Chakwal,Dengue,17,23.7,45.2,0.4,172,0.43,89.0,111.0,23.714285714285715
2025-03-02,Chakwal,Dengue,17,29.3,88.4,11.1,470,0.42,93.0,122.0,39.19761904761905
2025-06-29,Chakwal,Dengue,20,32.0,66.2,2.4,829,0.93,104.0,140.0,38.32857142857143
2025-07-27,Chakwal,Dengue,27,24.5,79.0,1.0,180,0.96,81.0,161.0,19.3952380952381
2025-10-26,Chakwal,Dengue,5,31.1,66.4,17.2,254,0.66,69.0,158.0,23.39047619047619
2025-11-02,Chakwal,Dengue,5,30.2,57.4,10.6,525,0.84,57.0,150.0,25.523809523809526
2015-12-27,Chakwal,Diarrhea,19,21.6,41.8,3.8,285,0.74,19.0,19.0,24.123809523809527
2016-02-07,Chakwal,Diarrhea,6,28.8,62.0,13.8,825,0.37,25.0,25.0,47.095238095238095
2016-03-27,Chakwal,Diarrhea,20,25.8,82.2,17.9,873,0.84,45.0,45.0,49.345238095238095
2016-08-28,Chakwal,Diarrhea,31,27.2,49.8,16.7,604,0.51,76.0,76.0,52.66428571428572
2017-03-12,Chakwal,Diarrhea,14,31.3,75.6,7.6,102,0.36,71.0,90.0,24.666666666666668
2017-05-21,Chakwal,Diarrhea,15,28.3,68.0,4.2,605,0.38,80.0,105.0,39.90476190476191
2017-07-02,Chakwal,Diarrhea,14,28.4,86.0,15.9,344,0.84,74.0,119.0,27.28333333333334
2017-10-29,Chakwal,Diarrhea,14,23.8,84.5,19.2,171,0.98,57.0,133.0,20.36666666666667
2017-12-24,Chakwal,Diarrhea,2,30.1,67.0,7.7,914,0.81,45.0,116.0,35.92619047619048
2018-06-10,Chakwal,Diarrhea,17,27.8,68.9,14.2,450,0.51,47.0,127.0,38.280952380952385
2018-12-23,Chakwal,Diarrhea,0,21.3,42.1,14.6,866,0.59,33.0,107.0,41.03333333333334
2019-07-07,Chakwal,Diarrhea,44,30.2,50.3,13.4,532,0.55,63.0,120.0,55.24285714285715
2019-07-14,Chakwal,Diarrhea,29,20.8,60.4,2.5,548,0.46,90.0,135.0,43.554761904761904
2020-03-08,Chakwal,Diarrhea,15,35.5,68.2,6.6,631,0.4,88.0,135.0,41.57142857142856
2020-04-26,Chakwal,Diarrhea,13,34.6,44.7,8.3,299,0.45,101.0,134.0,29.211904761904762
2020-10-18,Chakwal,Diarrhea,10,20.6,46.4,2.1,489,0.75,67.0,130.0,24.73095238095238
2021-02-21,Chakwal,Diarrhea,15,30.1,74.1,9.3,306,0.42,53.0,143.0,31.688095238095237
2021-11-07,Chakwal,Diarrhea,10,30.2,71.6,19.6,188,0.61,48.0,136.0,26.247619047619054
2021-11-21,Chakwal,Diarrhea,4,26.7,89.8,5.6,283,0.58,39.0,140.0,19.585714285714285
2022-01-30,Chakwal,Diarrhea,1,41.0,65.8,0.1,724,0.77,30.0,97.0,26.021428571428572
2022-02-13,Chakwal,Diarrhea,12,30.7,43.8,2.7,392,0.58,27.0,80.0,26.340476190476192
2022-05-08,Chakwal,Diarrhea,19,31.3,56.9,14.4,535,0.72,36.0,84.0,38.15714285714286
2022-10-30,Chakwal,Diarrhea,17,29.2,58.1,6.4,158,0.45,49.0,88.0,25.84761904761905
2023-03-19,Chakwal,Diarrhea,18,29.6,46.3,1.6,518,0.8,66.0,96.0,29.019047619047615
2023-05-21,Chakwal,Diarrhea,3,36.3,71.5,1.5,481,0.71,57.0,84.0,20.96428571428572
2023-05-28,Chakwal,Diarrhea,0,23.2,40.2,6.4,684,0.86,38.0,74.0,25.466666666666665
2023-07-09,Chakwal,Diarrhea,39,26.3,46.2,7.2,176,0.68,60.0,109.0,34.819047619047616
2023-08-06,Chakwal,Diarrhea,15,35.1,44.8,0.7,485,0.6,57.0,123.0,29.754761904761907
2023-10-01,Chakwal,Diarrhea,3,21.8,40.8,0.6,435,0.83,57.0,114.0,16.580952380952382
2024-01-07,Chakwal,Diarrhea,17,23.9,65.3,8.8,450,0.83,74.0,112.0,29.180952380952384
2024-08-25,Chakwal,Diarrhea,17,32.7,75.8,12.7,303,0.74,52.0,112.0,28.030952380952378
2025-01-12,Chakwal,Diarrhea,2,24.5,65.0,19.4,214,0.44,39.0,96.0,25.842857142857145
2025-04-20,Chakwal,Diarrhea,1,23.0,77.1,13.7,664,0.77,37.0,94.0,30.821428571428573
2025-05-18,Chakwal,Diarrhea,15,33.3,75.6,19.6,394,0.76,35.0,109.0,32.971428571428575
2025-07-06,Chakwal,Diarrhea,27,27.0,65.9,0.8,621,0.35,45.0,97.0,46.1952380952381
2025-12-21,Chakwal,Diarrhea,1,37.9,61.5,9.7,447,0.95,44.0,83.0,17.988095238095237
2015-09-13,Chakwal,Food Poisoning,4,25.9,74.0,0.2,907,0.61,4.0,4.0,37.08571428571428
2015-11-22,Chakwal,Food Poisoning,4,36.1,84.9,17.7,974,0.42,8.0,8.0,51.86904761904763
2016-06-12,Chakwal,Food Poisoning,16,24.0,82.4,14.2,194,0.78,24.0,24.0,23.77619047619048
2017-08-06,Chakwal,Food Poisoning,4,26.9,61.6,14.4,665,0.74,28.0,28.0,33.51904761904762
2018-07-08,Chakwal,Food Poisoning,2,28.7,63.0,12.9,615,0.73,26.0,30.0,30.159523809523808
2018-08-05,Chakwal,Food Poisoning,8,37.3,49.0,14.2,187,0.94,30.0,38.0,15.771428571428569
2018-09-02,Chakwal,Food Poisoning,9,27.3,73.7,15.9,382,0.45,23.0,47.0,33.49285714285715
2019-01-27,Chakwal,Food Poisoning,14,20.5,44.7,5.2,336,0.79,33.0,61.0,22.666666666666664
2019-02-03,Chakwal,Food Poisoning,18,35.7,45.9,10.4,677,0.46,49.0,75.0,45.51904761904762
2019-03-10,Chakwal,Food Poisoning,16,23.2,42.2,12.5,534,0.6,57.0,87.0,37.85952380952381
2019-05-12,Chakwal,Food Poisoning,9,23.1,60.5,14.8,564,0.36,57.0,80.0,40.80952380952381
2019-09-15,Chakwal,Food Poisoning,2,30.3,71.9,0.6,680,0.31,45.0,78.0,34.57619047619047
2020-01-19,Chakwal,Food Poisoning,20,19.9,63.1,3.5,840,0.89,47.0,96.0,40.0452380952381
2020-06-28,Chakwal,Food Poisoning,3,33.2,63.8,14.3,840,0.85,34.0,91.0,36.53095238095238
2020-07-12,Chakwal,Food Poisoning,9,20.4,46.4,4.5,919,0.74,34.0,91.0,39.892857142857146
2020-12-20,Chakwal,Food Poisoning,8,26.2,60.3,4.9,134,0.51,40.0,85.0,17.954761904761902
2021-06-06,Chakwal,Food Poisoning,17,29.9,56.9,12.9,745,0.67,37.0,84.0,44.26428571428572
2021-06-20,Chakwal,Food Poisoning,3,27.5,75.0,1.0,220,0.74,37.0,71.0,11.414285714285716
2021-09-26,Chakwal,Food Poisoning,3,33.1,72.3,6.0,591,0.53,31.0,65.0,30.480952380952388
2021-11-14,Chakwal,Food Poisoning,2,29.0,53.1,18.0,358,0.56,25.0,65.0,27.542857142857148
2022-02-06,Chakwal,Food Poisoning,12,37.2,59.6,16.1,453,0.83,20.0,57.0,30.073809523809526
2022-03-27,Chakwal,Food Poisoning,16,27.5,40.4,4.6,165,0.78,33.0,70.0,18.00952380952381
2022-05-22,Chakwal,Food Poisoning,16,41.3,57.8,3.7,847,0.55,46.0,77.0,44.89285714285714
2022-06-12,Chakwal,Food Poisoning,2,31.7,56.3,12.6,191,0.36,46.0,71.0,23.276190476190475
2022-08-14,Chakwal,Food Poisoning,3,34.6,53.8,3.0,982,0.35,37.0,57.0,45.614285714285714
2022-12-11,Chakwal,Food Poisoning,1,31.3,83.8,2.2,467,0.98,22.0,55.0,14.304761904761905
2023-01-29,Chakwal,Food Poisoning,4,40.3,59.4,17.8,459,0.89,10.0,56.0,25.352380952380955
2023-02-26,Chakwal,Food Poisoning,19,17.6,69.0,7.3,204,0.36,27.0,73.0,30.77380952380952
2023-03-12,Chakwal,Food Poisoning,16,22.0,72.4,4.9,964,0.77,40.0,77.0,44.99285714285714
2023-07-30,Chakwal,Food Poisoning,3,28.8,61.7,16.7,646,0.81,42.0,64.0,32.06428571428572
2023-12-03,Chakwal,Food Poisoning,5,31.6,82.9,16.0,586,0.85,43.0,53.0,30.05714285714286
2024-07-07,Chakwal,Food Poisoning,3,27.0,82.0,9.7,373,0.31,27.0,54.0,29.464285714285708
2025-03-09,Chakwal,Food Poisoning,1,32.6,46.3,8.0,948,0.93,12.0,52.0,34.238095238095234
2025-06-15,Chakwal,Food Poisoning,17,29.6,42.8,3.5,825,0.7,26.0,68.0,41.63095238095238
2025-09-07,Chakwal,Food Poisoning,6,33.2,41.3,19.0,733,0.51,27.0,70.0,43.82857142857143
2015-11-08,Chakwal,Gastroenteritis,2,23.9,55.1,7.7,587,0.44,2.0,2.0,32.42619047619048
2016-02-07,Chakwal,Gastroenteritis,13,25.2,42.9,5.9,202,0.64,15.0,15.0,20.978571428571428
2016-09-11,Chakwal,Gastroenteritis,7,15.1,42.7,3.2,450,0.43,22.0,22.0,28.666666666666675
2017-01-29,Chakwal,Gastroenteritis,0,32.5,61.2,8.0,141,0.4,22.0,22.0,17.366666666666667
2017-02-19,Chakwal,Gastroenteritis,15,27.1,76.3,18.9,506,0.44,35.0,37.0,42.75476190476191
2017-03-26,Chakwal,Gastroenteritis,4,28.1,41.7,10.4,591,0.69,26.0,41.0,30.052380952380954
2017-09-10,Chakwal,Gastroenteritis,4,31.2,49.3,1.1,439,0.99,23.0,45.0,14.335714285714285
2018-12-02,Chakwal,Gastroenteritis,12,36.2,58.1,8.4,433,0.84,35.0,57.0,25.357142857142854
2019-02-03,Chakwal,Gastroenteritis,2,21.4,45.5,17.2,864,0.82,22.0,57.0,38.80952380952382
2019-02-24,Chakwal,Gastroenteritis,15,19.5,50.0,16.1,741,0.78,33.0,59.0,42.38809523809523
2019-04-21,Chakwal,Gastroenteritis,10,38.1,88.0,3.9,273,0.49,39.0,62.0,23.63095238095238
2019-06-16,Chakwal,Gastroenteritis,5,31.6,63.6,16.4,705,0.46,32.0,67.0,42.02380952380953
2019-09-01,Chakwal,Gastroenteritis,16,36.4,81.5,2.7,747,0.96,46.0,68.0,32.85952380952381
2019-10-13,Chakwal,Gastroenteritis,13,34.6,79.8,4.5,736,0.53,44.0,77.0,40.278571428571425
2019-12-15,Chakwal,Gastroenteritis,14,28.1,75.5,19.7,909,0.44,48.0,87.0,56.01666666666667
2020-05-24,Chakwal,Gastroenteritis,17,37.6,49.2,18.1,556,0.5,60.0,92.0,43.964285714285715
2020-07-05,Chakwal,Gastroenteritis,8,33.6,79.8,4.9,649,0.37,52.0,98.0,37.92142857142857
2020-08-02,Chakwal,Gastroenteritis,17,23.1,81.3,3.9,690,0.32,56.0,100.0,44.93095238095238
2020-12-06,Chakwal,Gastroenteritis,19,29.2,64.6,0.7,524,0.34,61.0,109.0,38.540476190476184
2021-04-04,Chakwal,Gastroenteritis,14,26.9,70.7,13.8,538,0.81,58.0,118.0,33.300000000000004
2021-05-16,Chakwal,Gastroenteritis,17,29.8,71.5,7.7,771,0.67,67.0,119.0,42.53095238095238
2021-08-29,Chakwal,Gastroenteritis,10,28.4,78.7,0.7,622,0.48,60.0,116.0,33.864285714285714
2021-09-05,Chakwal,Gastroenteritis,0,33.8,56.6,17.4,622,0.55,41.0,102.0,35.099999999999994
2021-12-05,Chakwal,Gastroenteritis,9,28.0,61.4,12.9,163,0.57,36.0,94.0,22.292857142857144
2022-09-04,Chakwal,Gastroenteritis,9,30.0,66.3,14.8,671,0.92,28.0,95.0,33.17619047619048
2023-07-09,Chakwal,Gastroenteritis,4,26.2,67.2,18.6,246,0.66,22.0,82.0,23.252380952380953
2023-07-23,Chakwal,Gastroenteritis,12,27.3,79.1,11.9,694,0.59,34.0,75.0,40.80714285714286
2023-09-24,Chakwal,Gastroenteritis,6,19.1,88.9,16.7,867,0.83,31.0,67.0,40.7452380952381
2023-11-12,Chakwal,Gastroenteritis,12,30.9,47.4,16.3,366,0.81,34.0,62.0,27.673809523809524
2024-02-25,Chakwal,Gastroenteritis,20,29.4,79.4,0.6,320,0.92,50.0,72.0,20.66190476190476
2024-04-28,Chakwal,Gastroenteritis,13,29.5,83.3,16.3,616,0.96,51.0,85.0,33.578571428571436
2024-11-03,Chakwal,Gastroenteritis,4,30.4,50.6,11.9,994,0.65,49.0,80.0,45.035714285714285
2024-12-22,Chakwal,Gastroenteritis,5,27.8,52.0,6.4,401,0.35,42.0,76.0,29.09047619047619
2025-06-01,Chakwal,Gastroenteritis,0,31.3,70.3,5.4,178,0.88,22.0,72.0,7.700000000000001
2025-06-29,Chakwal,Gastroenteritis,2,22.5,68.7,16.3,322,0.5,11.0,62.0,26.692857142857147
2025-12-14,Chakwal,Gastroenteritis,8,31.7,68.3,17.3,367,0.4,15.0,64.0,34.121428571428574
2015-03-15,Chakwal,Heat Stroke,1,28.6,82.7,6.4,579,0.8,1.0,1.0,23.738095238095237
2015-04-19,Chakwal,Heat Stroke,9,25.5,78.3,14.6,972,0.47,10.0,10.0,52.10952380952381
2015-11-01,Chakwal,Heat Stroke,8,26.8,65.3,11.4,380,0.54,18.0,18.0,28.804761904761904
2016-03-06,Chakwal,Heat Stroke,19,31.7,66.4,1.5,825,1.0,37.0,37.0,35.773809523809526
2016-05-08,Chakwal,Heat Stroke,8,35.0,71.6,2.1,800,1.0,44.0,45.0,28.954761904761906
2016-09-25,Chakwal,Heat Stroke,8,27.8,57.0,3.9,437,0.41,43.0,53.0,29.55476190476191
2017-04-16,Chakwal,Heat Stroke,5,25.5,50.6,16.0,539,0.71,40.0,58.0,31.29047619047619
2017-06-11,Chakwal,Heat Stroke,12,32.0,70.1,17.6,270,0.79,33.0,70.0,25.523809523809526
2017-07-23,Chakwal,Heat Stroke,10,28.9,58.6,13.5,1000,0.57,35.0,79.0,51.06428571428572
2017-07-30,Chakwal,Heat Stroke,18,33.2,87.7,0.5,593,0.59,45.0,88.0,35.169047619047625
2018-05-13,Chakwal,Heat Stroke,7,23.0,77.0,10.5,402,0.79,47.0,87.0,23.516666666666662
2018-06-17,Chakwal,Heat Stroke,20,25.5,67.2,3.6,159,0.53,55.0,88.0,24.595238095238095
2018-12-02,Chakwal,Heat Stroke,9,38.1,44.8,0.9,952,0.48,54.0,89.0,44.39285714285714
2019-02-24,Chakwal,Heat Stroke,2,26.9,83.5,15.2,394,0.86,38.0,83.0,21.342857142857145
2020-01-26,Chakwal,Heat Stroke,14,25.6,77.0,5.7,230,0.9,45.0,92.0,17.183333333333334
2020-03-15,Chakwal,Heat Stroke,13,23.5,59.0,6.4,487,0.78,38.0,93.0,27.928571428571423
2020-04-05,Chakwal,Heat Stroke,11,34.5,60.5,8.8,650,0.44,40.0,94.0,40.21904761904762
2020-07-12,Chakwal,Heat Stroke,7,39.0,41.2,7.5,553,0.89,45.0,83.0,25.05
2020-12-27,Chakwal,Heat Stroke,8,29.7,47.6,16.3,803,0.99,39.0,84.0,36.35476190476191
2021-01-03,Chakwal,Heat Stroke,2,33.8,40.3,20.0,823,0.69,28.0,66.0,41.44285714285715
2021-01-31,Chakwal,Heat Stroke,10,31.6,43.8,4.7,821,0.89,27.0,67.0,34.29761904761905
2021-02-14,Chakwal,Heat Stroke,5,36.4,74.0,0.5,952,0.79,25.0,70.0,35.707142857142856
2021-05-02,Chakwal,Heat Stroke,8,36.6,86.3,15.7,636,0.51,25.0,64.0,40.088095238095235
2021-06-27,Chakwal,Heat Stroke,0,32.8,79.4,18.5,255,0.56,23.0,51.0,23.21666666666667
2021-10-31,Chakwal,Heat Stroke,20,42.0,71.6,8.1,101,0.39,33.0,60.0,27.71190476190476
2021-11-14,Chakwal,Heat Stroke,10,31.3,87.4,17.3,226,0.5,38.0,63.0,28.564285714285713
2021-11-21,Chakwal,Heat Stroke,14,31.3,71.6,9.5,881,0.68,44.0,69.0,45.18333333333333
2022-01-02,Chakwal,Heat Stroke,9,29.6,49.7,7.9,609,0.39,53.0,76.0,38.25952380952381
2022-01-09,Chakwal,Heat Stroke,1,32.8,88.7,17.7,862,0.6,34.0,67.0,42.82142857142858
2022-11-27,Chakwal,Heat Stroke,19,22.8,89.7,2.8,655,0.78,43.0,81.0,35.15714285714286
2023-04-02,Chakwal,Heat Stroke,14,25.9,59.1,0.0,128,0.43,43.0,87.0,20.333333333333336
2023-05-07,Chakwal,Heat Stroke,9,27.8,79.4,19.6,280,0.77,43.0,96.0,25.542857142857144
2023-05-21,Chakwal,Heat Stroke,14,28.2,48.6,10.2,569,0.71,56.0,90.0,34.53333333333333
2023-05-28,Chakwal,Heat Stroke,14,38.7,87.2,1.0,596,0.98,51.0,94.0,25.433333333333337
2023-09-17,Chakwal,Heat Stroke,16,15.8,40.2,4.4,676,0.38,53.0,96.0,42.94285714285714
2023-10-08,Chakwal,Heat Stroke,16,22.1,53.1,3.2,384,0.43,60.0,103.0,31.60952380952381
2024-04-28,Chakwal,Heat Stroke,12,24.6,65.3,10.1,737,0.44,58.0,114.0,44.34047619047619
2024-08-11,Chakwal,Heat Stroke,16,31.6,70.6,3.0,237,0.71,60.0,111.0,21.009523809523813
2024-10-20,Chakwal,Heat Stroke,17,33.7,55.6,7.4,769,0.85,61.0,114.0,38.714285714285715
2025-02-16,Chakwal,Heat Stroke,13,26.2,84.6,16.5,306,0.3,58.0,118.0,36.5452380952381
2025-03-23,Chakwal,Heat Stroke,5,19.2,47.2,17.4,493,0.68,51.0,109.0,31.05714285714285
2025-05-11,Chakwal,Heat Stroke,10,29.2,54.5,8.2,949,0.46,45.0,105.0,48.91428571428572
2025-08-03,Chakwal,Heat Stroke,2,32.5,66.1,18.5,672,0.75,30.0,91.0,34.45952380952381
2025-09-28,Chakwal,Heat Stroke,4,27.0,43.7,8.6,495,0.68,21.0,79.0,26.15238095238095
2025-12-07,Chakwal,Heat Stroke,6,29.8,84.9,4.2,754,0.52,22.0,73.0,36.92857142857143
2015-01-11,Chakwal,Hepatitis A,9,29.3,82.0,10.1,352,0.68,9.0,9.0,24.99285714285714
2015-03-22,Chakwal,Hepatitis A,0,29.3,65.4,4.7,625,0.8,9.0,9.0,23.85
2015-03-29,Chakwal,Hepatitis A,13,34.5,42.3,3.6,151,0.99,22.0,22.0,11.12857142857143
2015-05-10,Chakwal,Hepatitis A,8,28.2,70.3,4.7,689,0.78,30.0,30.0,30.954761904761906
2015-05-24,Chakwal,Hepatitis A,12,30.9,71.8,18.1,288,0.34,33.0,42.0,35.37380952380953
2015-06-07,Chakwal,Hepatitis A,19,27.1,70.0,16.3,305,0.93,52.0,61.0,27.240476190476194
2015-08-02,Chakwal,Hepatitis A,19,26.0,50.6,19.2,671,0.7,58.0,80.0,45.490476190476194
2015-08-09,Chakwal,Hepatitis A,1,31.5,68.6,10.8,508,0.73,51.0,81.0,24.97142857142857
2015-09-06,Chakwal,Hepatitis A,7,29.8,76.7,1.8,342,0.8,46.0,79.0,16.96666666666667
2015-09-27,Chakwal,Hepatitis A,8,30.5,78.9,17.1,585,0.75,35.0,87.0,34.28809523809524
2015-11-08,Chakwal,Hepatitis A,9,29.3,67.1,13.5,960,0.83,25.0,83.0,43.959523809523816
2015-11-22,Chakwal,Hepatitis A,3,37.2,51.9,7.7,654,0.66,27.0,78.0,30.830952380952382
2015-12-06,Chakwal,Hepatitis A,0,35.4,79.4,16.5,793,0.85,20.0,66.0,34.35
2016-01-24,Chakwal,Hepatitis A,9,27.9,65.2,19.6,430,0.79,21.0,56.0,30.142857142857142
2016-09-11,Chakwal,Hepatitis A,15,19.2,88.7,12.6,538,0.42,27.0,52.0,41.07142857142858
2016-09-25,Chakwal,Hepatitis A,2,21.9,46.9,8.5,779,0.38,26.0,53.0,40.42619047619047
2016-12-18,Chakwal,Hepatitis A,16,22.7,69.6,14.0,797,0.44,42.0,62.0,50.576190476190476
2017-03-12,Chakwal,Hepatitis A,5,41.0,40.8,9.6,689,0.75,38.0,59.0,32.29047619047619
2017-04-30,Chakwal,Hepatitis A,1,24.4,65.2,0.3,332,0.93,24.0,51.0,9.854761904761903
2017-07-30,Chakwal,Hepatitis A,4,31.3,78.1,6.4,717,0.41,26.0,52.0,37.85238095238096
2017-12-10,Chakwal,Hepatitis A,7,33.4,49.9,2.2,332,0.73,17.0,59.0,18.233333333333334
2018-03-18,Chakwal,Hepatitis A,1,32.0,54.8,16.2,929,0.39,13.0,51.0,48.50476190476191
2018-06-24,Chakwal,Hepatitis A,9,23.6,61.6,12.4,561,0.59,21.0,45.0,34.90952380952381
2018-08-26,Chakwal,Hepatitis A,3,29.4,73.0,17.2,958,0.88,20.0,46.0,41.31428571428572
2018-09-30,Chakwal,Hepatitis A,5,30.4,51.5,11.2,166,0.32,18.0,35.0,24.257142857142856
2019-06-16,Chakwal,Hepatitis A,5,24.9,44.4,6.2,533,0.72,22.0,35.0,25.990476190476187
2019-09-15,Chakwal,Hepatitis A,5,34.4,43.1,10.7,112,0.66,18.0,39.0,15.407142857142855
2019-09-29,Chakwal,Hepatitis A,2,33.1,64.4,8.9,257,0.48,17.0,37.0,21.226190476190478
2020-02-09,Chakwal,Hepatitis A,17,24.6,53.7,4.5,947,0.84,29.0,47.0,43.39761904761905
2020-03-22,Chakwal,Hepatitis A,2,27.3,86.3,7.1,764,0.34,26.0,48.0,40.02619047619047
2020-04-12,Chakwal,Hepatitis A,10,29.5,79.7,9.4,871,0.82,31.0,49.0,39.714285714285715
2020-10-18,Chakwal,Hepatitis A,13,21.6,46.5,8.5,499,0.46,42.0,59.0,35.778571428571425
2021-03-14,Chakwal,Hepatitis A,10,25.3,45.7,6.4,821,0.89,35.0,64.0,35.14761904761905
2021-05-02,Chakwal,Hepatitis A,4,23.8,51.1,4.1,929,0.71,37.0,63.0,37.76904761904762
2021-06-13,Chakwal,Hepatitis A,12,16.7,74.2,13.0,490,0.8,39.0,70.0,30.357142857142854
2022-02-20,Chakwal,Hepatitis A,7,30.5,83.0,16.4,116,0.89,33.0,75.0,14.933333333333335
2023-03-26,Chakwal,Hepatitis A,16,36.8,61.4,7.9,799,0.41,39.0,74.0,48.192857142857136
2023-04-23,Chakwal,Hepatitis A,17,34.0,47.4,12.1,951,0.37,52.0,89.0,56.73095238095238
2023-06-18,Chakwal,Hepatitis A,3,34.4,85.8,16.0,830,0.42,43.0,82.0,45.64761904761905
2023-10-08,Chakwal,Hepatitis A,7,28.5,85.7,16.0,743,0.81,43.0,76.0,37.23333333333333
2025-05-11,Chakwal,Hepatitis A,4,31.3,74.3,10.6,473,0.95,31.0,70.0,21.01904761904762
2025-09-07,Chakwal,Hepatitis A,16,32.6,46.8,9.4,122,0.54,30.0,82.0,23.776190476190475
2015-01-04,Chakwal,Hepatitis B,19,32.2,52.2,9.6,558,0.79,19.0,19.0,35.12380952380952
2015-03-01,Chakwal,Hepatitis B,0,23.0,76.4,0.5,496,0.52,19.0,19.0,23.05
2015-07-05,Chakwal,Hepatitis B,0,30.4,62.7,7.0,836,0.9,19.0,19.0,30.033333333333335
2015-07-12,Chakwal,Hepatitis B,19,27.4,47.1,2.1,992,0.98,38.0,38.0,42.04047619047619
2015-12-20,Chakwal,Hepatitis B,8,33.9,79.2,16.4,470,0.74,27.0,46.0,30.304761904761907
